ID,YR,CUM_PR,ANN_PERIOD,CUM_WEEK,ANN_WEEK,PER_WEEK,CUM_DAY,ANN_DAY,PER_DAY,WEEK_DAY,WK_DAY,DATE
930,3,34,8,133,29,49,930,10,10,10,10,10/26/2013
931,3,34,8,133,29,49,931,10,10,10,10,10/27/2013
932,3,34,8,134,30,50,932,10,10,10,10,10/28/2013
933,3,34,8,134,30,50,933,10,10,10,10,10/29/2013
934,3,34,8,134,30,50,934,10,10,10,10,10/30/2013
935,3,34,8,134,30,50,935,10,10,10,10,10/31/2013
936,3,34,8,134,30,50,936,10,10,10,10,11/1/2013
937,3,34,8,134,30,50,937,10,10,10,10,11/2/2013
938,3,34,8,134,30,50,938,10,10,10,10,11/3/2013
939,3,34,8,135,31,51,939,10,10,10,10,11/4/2013
940,3,34,8,135,31,51,940,10,10,10,10,11/5/2013
941,3,34,8,135,31,51,941,10,10,10,10,11/6/2013
942,3,34,8,135,31,51,942,10,10,10,10,11/7/2013
943,3,34,8,135,31,51,943,10,10,10,10,11/8/2013
944,3,34,8,135,31,51,944,10,10,10,10,11/9/2013
945,3,34,8,135,31,51,945,10,10,10,10,11/10/2013
946,3,34,8,136,32,52,946,10,10,10,10,11/11/2013
947,3,34,8,136,32,52,947,10,10,10,10,11/12/2013
948,3,34,8,136,32,52,948,10,10,10,10,11/13/2013
949,3,34,8,136,32,52,949,10,10,10,10,11/14/2013
950,3,34,8,136,32,52,950,10,10,10,10,11/15/2013
951,3,34,8,136,32,52,951,10,10,10,10,11/16/2013
952,3,34,8,136,32,52,952,10,10,10,10,11/17/2013
953,3,35,9,137,33,41,953,10,10,10,10,11/18/2013
954,3,35,9,137,33,41,954,10,10,10,10,11/19/2013
955,3,35,9,137,33,41,955,10,10,10,10,11/20/2013
956,3,35,9,137,33,41,956,10,10,10,10,11/21/2013
957,3,35,9,137,33,41,957,10,10,10,10,11/22/2013
958,3,35,9,137,33,41,958,10,10,10,10,11/23/2013
959,3,35,9,137,33,41,959,10,10,10,10,11/24/2013
960,3,35,9,138,34,42,960,10,10,10,10,11/25/2013
961,3,35,9,138,34,42,961,10,10,10,10,11/26/2013
962,3,35,9,138,34,42,962,10,10,10,10,11/27/2013
963,3,35,9,138,34,42,963,10,10,10,10,11/28/2013
964,3,35,9,138,34,42,964,10,10,10,10,11/29/2013
965,3,35,9,138,34,42,965,10,10,10,10,11/30/2013
966,3,35,9,138,34,42,966,10,10,10,10,12/1/2013
967,3,35,9,139,35,43,967,10,10,10,10,12/2/2013
968,3,35,9,139,35,43,968,10,10,10,10,12/3/2013
969,3,35,9,139,35,43,969,10,10,10,10,12/4/2013
970,3,35,9,139,35,43,970,10,10,10,10,12/5/2013
971,3,35,9,139,35,43,971,10,10,10,10,12/6/2013
972,3,35,9,139,35,43,972,10,10,10,10,12/7/2013
973,3,35,9,139,35,43,973,10,10,10,10,12/8/2013
974,3,35,9,140,36,44,974,10,10,10,10,12/9/2013
975,3,35,9,140,36,44,975,10,10,10,10,12/10/2013
976,3,35,9,140,36,44,976,10,10,10,10,12/11/2013
977,3,35,9,140,36,44,977,10,10,10,10,12/12/2013
978,3,35,9,140,36,44,978,10,10,10,10,12/13/2013
979,3,35,9,140,36,44,979,10,10,10,10,12/14/2013
980,3,35,9,140,36,44,980,10,10,10,10,12/15/2013
981,3,36,10,141,37,33,981,10,10,10,10,12/16/2013
982,3,36,10,141,37,33,982,10,10,10,10,12/17/2013
983,3,36,10,141,37,33,983,10,10,10,10,12/18/2013
984,3,36,10,141,37,33,984,10,10,10,10,12/19/2013
985,3,36,10,141,37,33,985,10,10,10,10,12/20/2013
986,3,36,10,141,37,33,986,10,10,10,10,12/21/2013
987,3,36,10,141,37,33,987,10,10,10,10,12/22/2013
988,3,36,10,142,38,34,988,10,10,10,10,12/23/2013
989,3,36,10,142,38,34,989,10,10,10,10,12/24/2013
990,3,36,10,142,38,34,990,10,10,10,10,12/25/2013
991,3,36,10,142,38,34,991,10,10,10,10,12/26/2013
992,3,36,10,142,38,34,992,10,10,10,10,12/27/2013
993,3,36,10,142,38,34,993,10,10,10,10,12/28/2013
994,3,36,10,142,38,34,994,10,10,10,10,12/29/2013
995,3,36,10,143,39,35,995,10,10,10,10,12/30/2013
996,3,36,10,143,39,35,996,10,10,10,10,12/31/2013
997,3,36,10,143,39,35,997,10,10,10,10,1/1/2014
998,3,36,10,143,39,35,998,10,10,10,10,1/2/2014
999,3,36,10,143,39,35,999,10,10,10,10,1/3/2014
1000,3,36,10,143,39,35,"1,000",10,10,10,10,1/4/2014
1001,3,36,10,143,39,35,"1,001",10,10,10,10,1/5/2014
1002,3,36,10,144,40,36,"1,002",10,10,10,10,1/6/2014
1003,3,36,10,144,40,36,"1,003",10,10,10,10,1/7/2014
1004,3,36,10,144,40,36,"1,004",10,10,10,10,1/8/2014
1005,3,36,10,144,40,36,"1,005",10,10,10,10,1/9/2014
1006,3,36,10,144,40,36,"1,006",10,10,10,10,1/10/2014
1007,3,36,10,144,40,36,"1,007",10,10,10,10,1/11/2014
1008,3,36,10,144,40,36,"1,008",10,10,10,10,1/12/2014
1009,3,37,11,145,41,25,"1,009",10,10,10,10,1/13/2014
1010,3,37,11,145,41,25,"1,010",10,10,10,10,1/14/2014
1011,3,37,11,145,41,25,"1,011",10,10,10,10,1/15/2014
1012,3,37,11,145,41,25,"1,012",10,10,10,10,1/16/2014
1013,3,37,11,145,41,25,"1,013",10,10,10,10,1/17/2014
1014,3,37,11,145,41,25,"1,014",10,10,10,10,1/18/2014
1015,3,37,11,145,41,25,"1,015",10,10,10,10,1/19/2014
1016,3,37,11,146,42,26,"1,016",10,10,10,10,1/20/2014
1017,3,37,11,146,42,26,"1,017",10,10,10,10,1/21/2014
1018,3,37,11,146,42,26,"1,018",10,10,10,10,1/22/2014
1019,3,37,11,146,42,26,"1,019",10,10,10,10,1/23/2014
1020,3,37,11,146,42,26,"1,020",10,10,10,10,1/24/2014
1021,3,37,11,146,42,26,"1,021",10,10,10,10,1/25/2014
1022,3,37,11,146,42,26,"1,022",10,10,10,10,1/26/2014
1023,3,37,11,147,43,27,"1,023",10,10,10,10,1/27/2014
1024,3,37,11,147,43,27,"1,024",10,10,10,10,1/28/2014
1025,3,37,11,147,43,27,"1,025",10,10,10,10,1/29/2014
1026,3,37,11,147,43,27,"1,026",10,10,10,10,1/30/2014
1027,3,37,11,147,43,27,"1,027",10,10,10,10,1/31/2014
1028,3,37,11,147,43,27,"1,028",10,10,10,10,2/1/2014
1029,3,37,11,147,43,27,"1,029",10,10,10,10,2/2/2014
1030,3,37,11,148,44,28,"1,030",10,10,10,10,2/3/2014
1031,3,37,11,148,44,28,"1,031",10,10,10,10,2/4/2014
1032,3,37,11,148,44,28,"1,032",10,10,10,10,2/5/2014
1033,3,37,11,148,44,28,"1,033",10,10,10,10,2/6/2014
1034,3,37,11,148,44,28,"1,034",10,10,10,10,2/7/2014
1035,3,37,11,148,44,28,"1,035",10,10,10,10,2/8/2014
1036,3,37,11,148,44,28,"1,036",10,10,10,10,2/9/2014
1037,3,38,12,149,45,17,"1,037",10,10,10,10,2/10/2014
1038,3,38,12,149,45,17,"1,038",10,10,10,10,2/11/2014
1039,3,38,12,149,45,17,"1,039",10,10,10,10,2/12/2014
1040,3,38,12,149,45,17,"1,040",10,10,10,10,2/13/2014
1041,3,38,12,149,45,17,"1,041",10,10,10,10,2/14/2014
1042,3,38,12,149,45,17,"1,042",10,10,10,10,2/15/2014
1043,3,38,12,149,45,17,"1,043",10,10,10,10,2/16/2014
1044,3,38,12,150,46,18,"1,044",10,10,10,10,2/17/2014
1045,3,38,12,150,46,18,"1,045",10,10,10,10,2/18/2014
1046,3,38,12,150,46,18,"1,046",10,10,10,10,2/19/2014
1047,3,38,12,150,46,18,"1,047",10,10,10,10,2/20/2014
1048,3,38,12,150,46,18,"1,048",10,10,10,10,2/21/2014
1049,3,38,12,150,46,18,"1,049",10,10,10,10,2/22/2014
1050,3,38,12,150,46,18,"1,050",10,10,10,10,2/23/2014
1051,3,38,12,151,47,19,"1,051",10,10,10,10,2/24/2014
1052,3,38,12,151,47,19,"1,052",10,10,10,10,2/25/2014
1053,3,38,12,151,47,19,"1,053",10,10,10,10,2/26/2014
1054,3,38,12,151,47,19,"1,054",10,10,10,10,2/27/2014
1055,3,38,12,151,47,19,"1,055",10,10,10,10,2/28/2014
1056,3,38,12,151,47,19,"1,056",10,10,10,10,3/1/2014
1057,3,38,12,151,47,19,"1,057",10,10,10,10,3/2/2014
1058,3,38,12,152,48,20,"1,058",10,10,10,10,3/3/2014
1059,3,38,12,152,48,20,"1,059",10,10,10,10,3/4/2014
1060,3,38,12,152,48,20,"1,060",10,10,10,10,3/5/2014
1061,3,38,12,152,48,20,"1,061",10,10,10,10,3/6/2014
1062,3,38,12,152,48,20,"1,062",10,10,10,10,3/7/2014
1063,3,38,12,152,48,20,"1,063",10,10,10,10,3/8/2014
1064,3,38,12,152,48,20,"1,064",10,10,10,10,3/9/2014
1065,3,39,13,153,49,9,"1,065",10,10,10,10,3/10/2014
1066,3,39,13,153,49,9,"1,066",10,10,10,10,3/11/2014
1067,3,39,13,153,49,9,"1,067",10,10,10,10,3/12/2014
1068,3,39,13,153,49,9,"1,068",10,10,10,10,3/13/2014
1069,3,39,13,153,49,9,"1,069",10,10,10,10,3/14/2014
1070,3,39,13,153,49,9,"1,070",10,10,10,10,3/15/2014
1071,3,39,13,153,49,9,"1,071",10,10,10,10,3/16/2014
1072,3,39,13,154,50,10,"1,072",10,10,10,10,3/17/2014
1073,3,39,13,154,50,10,"1,073",10,10,10,10,3/18/2014
1074,3,39,13,154,50,10,"1,074",10,10,10,10,3/19/2014
1075,3,39,13,154,50,10,"1,075",10,10,10,10,3/20/2014
1076,3,39,13,154,50,10,"1,076",10,10,10,10,3/21/2014
1077,3,39,13,154,50,10,"1,077",10,10,10,10,3/22/2014
1078,3,39,13,154,50,10,"1,078",10,10,10,10,3/23/2014
1079,3,39,13,155,51,11,"1,079",10,10,10,10,3/24/2014
1080,3,39,13,155,51,11,"1,080",10,10,10,10,3/25/2014
1081,3,39,13,155,51,11,"1,081",10,10,10,10,3/26/2014
1082,3,39,13,155,51,11,"1,082",10,10,10,10,3/27/2014
1083,3,39,13,155,51,11,"1,083",10,10,10,10,3/28/2014
1084,3,39,13,155,51,11,"1,084",10,10,10,10,3/29/2014
1085,3,39,13,155,51,11,"1,085",10,10,10,10,3/30/2014
1086,3,39,13,156,52,12,"1,086",10,10,10,10,3/31/2014
1087,3,39,13,156,52,12,"1,087",10,10,10,10,4/1/2014
1088,3,39,13,156,52,12,"1,088",10,10,10,10,4/2/2014
1089,3,39,13,156,52,12,"1,089",10,10,10,10,4/3/2014
1090,3,39,13,156,52,12,"1,090",10,10,10,10,4/4/2014
1091,3,39,13,156,52,12,"1,091",10,10,10,10,4/5/2014
1092,3,39,13,156,52,12,"1,092",10,10,10,10,4/6/2014
1093,4,40,1,157,1,157,"1,093",10,10,10,10,4/7/2014
1094,4,40,1,157,1,157,"1,094",10,10,10,10,4/8/2014
1095,4,40,1,157,1,157,"1,095",10,10,10,10,4/9/2014
1096,4,40,1,157,1,157,"1,096",10,10,10,10,4/10/2014
1097,4,40,1,157,1,157,"1,097",10,10,10,10,4/11/2014
